VPC,NatGatewayId,State,VpcId,SubnetId,ConnectivityType,CreateTime,AllocationId,NetworkInterfaceId,PrivateIp,PublicIp,AssociationId,IsPrimary,AddressStatus,Tags
"devops-public-vpc","nat-049d8400adc86f196","available","vpc-028b2dc2728406fd9","subnet-03ea1805ea65cba01","public","2025-07-09T04:12:00+00:00","eipalloc-0c3250d6084eef8be","eni-097f65912e6e582e8","10.0.1.190","13.223.16.32","eipassoc-08b2c0f5cd7cbf5bf","true","succeeded","aws:cloudformation:stack-name=network-mapping
aws:cloudformation:logical-id=NatGateway
DevOps=true
aws:cloudformation:stack-id=arn:aws:cloudformation:us-east-1:***:stack/network-mapping/abc89460-5c7a-11f0-9326-0affc332652d
Name=DevOps-NatGateway"
